Name,Sector,Voltage Ratio (kV/kV),Executive Agency,Capacity (MW/MVA),Month Of Completion,Year Of Completion (FY)
Krishnagiri S/s (T/F-II),State,220/33,APTRANSCO,50.0,June-24,2024-25
220kV SS Kuppam in Chittoor District (3x100- 2x100),State,220/132,APTRANSCO,100.0,June-24,2024-25
Patan (Upgradation of existing 132/33 KV S/s by 220/132 KV S/s ),State,220/132,CSPTCL,320.0,June-24,2024-25
220/132/33kV Ajaygarh S/s (TBCB),State,220/132,MPPTCL,320.0,June-24,2024-25
220/33kV New Timber Market GIS (Panvel -II )(50 MVA T/F),State,220/33,MSETCL,50.0,June-24,2024-25
Aug 100 to 160 MVA at 220 KV S/S Kartarpur,State,220/66,PSTCL,60.0,June-24,2024-25
220 kV S/s Knowledge Park-5 Gr. Noida GB Nagar (New) T/F-II,State,220/132,UPPTCL,160.0,June-24,2024-25
1X1500 MVA 765/400 KV (5th) ICT at Fatehgarh-II PS (Rajasthan (8.1 GW) under Phase II- Part- A1),Central,765/400,PGCIL,1500.0,July-24,2024-25
"1X500 MVA, 400/220 kV ICT-2 at Bikaner-II PS
(Phase-IV (Part 1) Bikaner Complex- PART E)",Central,400/220,PGCIL,500.0,July-24,2024-25
Kayathar 400/230-110 KV SS,State,400/110,TANTRANSCO,200.0,July-24,2024-25
Selvapuram 230/110 kV SS (T/F-I),State,230/110,TANTRANSCO,100.0,July-24,2024-25
220 kV SS AP Carbides in Kurnool District (3x160+1x100 - 2x160 +1x100),State,220/132,APTRANSCO,160.0,July-24,2024-25
220kV GIS Substation at Timarpur (100 MVA T/F-II),State,220/33,DTL,100.0,July-24,2024-25
220 kV Talangpor,State,220/66,GETCO,60.0,July-24,2024-25
"HSIIDC Rai Sonepat (220/33 kV 100 MVA T/F-II)
(charged on 02-05-2024 however late reported by HVPNL)",State,220/33,HVPNL,100.0,July-24,2024-25
Construction of Begamganj SS (TBCB) (charged on 24-04-2024 however late reported by MPPTCL),State,220/132,MPPTCL,320.0,July-24,2024-25
220kV Walchandnagar substation (replacement of 100 MVA by 200 MVA T/F),State,220/132,MSETCL,100.0,July-24,2024-25
220/132/33KV Turmunga GSS (1st 160 MVA Auto Transformer),State,220/132,OPTCL,160.0,July-24,2024-25
